roll_no,study_hours,attendance,previous_marks,assignment_scores,pass_fail
STU2330,8.2,93.0,68.0,81.7,1
STU4974,3.9,55.5,39.9,72.0,0
STU3786,3.4,69.3,52.6,57.1,0
STU4876,3.2,50.0,43.1,40.2,0
STU3151,3.7,62.3,35.0,48.5,0
STU1435,9.3,89.4,77.6,85.9,1
STU3123,3.7,67.6,47.3,57.2,0
STU1578,8.4,94.0,96.6,77.9,1
STU3901,3.1,54.6,39.8,45.6,0
STU4167,1.8,51.8,50.2,41.0,0
STU3967,2.8,67.1,48.8,50.1,0
STU4822,3.6,50.7,58.4,56.3,0
STU4650,3.4,69.9,49.9,51.9,0
STU3449,2.3,59.3,47.6,51.3,0
STU2849,8.7,87.1,74.6,80.4,1
STU1763,10.0,93.4,87.4,87.1,1
STU4038,4.7,65.5,40.0,40.0,0
STU1389,8.6,93.3,83.2,90.9,1
STU1236,8.3,92.4,72.6,91.8,1
STU4466,1.8,60.9,55.5,62.3,0
STU2985,8.6,89.5,94.7,86.7,1
STU1268,5.8,89.9,66.0,91.8,1
STU1771,8.3,86.8,82.1,84.8,1
STU3166,6.5,66.0,50.3,51.6,0
STU1438,5.8,93.0,79.8,83.0,1
STU1674,7.1,84.8,73.6,85.9,1
STU1250,8.0,93.5,81.5,92.0,1
STU3202,4.6,63.7,58.4,51.5,0
STU2575,8.1,80.4,74.2,79.9,1
STU3143,1.6,57.1,47.9,56.1,0
STU3082,4.5,51.5,45.8,64.7,0
STU4482,2.7,64.7,40.0,47.9,0
STU4416,2.2,56.9,52.8,59.7,0
STU4810,3.0,69.0,52.6,50.3,0
STU1449,6.9,83.3,85.8,69.2,1
STU2470,8.0,86.7,83.0,89.3,1
STU1717,7.6,91.8,100.0,92.3,1
STU4177,4.6,64.1,43.4,51.0,0
STU4478,4.9,62.9,37.0,57.1,0
STU3049,1.8,65.7,53.1,43.7,0
STU2902,7.1,87.2,61.8,77.1,1
STU4311,5.3,61.0,40.3,49.8,0
STU2169,8.2,87.4,75.9,92.6,1
STU1083,9.3,79.3,95.4,93.5,1
STU4207,4.4,65.6,69.8,53.9,0
STU3725,3.0,67.1,50.5,47.3,0
STU4045,2.9,62.0,35.0,51.6,0
STU2461,7.3,98.2,81.7,80.8,1
STU3819,3.7,62.0,36.0,51.9,0
STU2894,7.4,76.6,69.8,77.9,1
STU2669,8.5,87.1,68.2,85.0,1
STU3757,2.7,60.8,48.4,54.5,0
STU3001,3.2,56.6,54.4,48.2,0
STU1476,7.2,92.3,86.1,89.3,1
STU1518,6.3,74.7,84.8,86.0,1
STU4586,1.5,70.7,49.2,58.7,0
STU1405,7.0,98.0,81.0,88.7,1
STU1385,6.6,88.2,77.1,88.1,1
STU4219,2.2,67.1,44.0,51.7,0
STU3153,2.6,58.3,54.4,59.3,0
STU2634,8.7,92.5,84.4,89.9,1
STU4812,2.4,52.0,45.4,64.0,0
STU1689,8.4,92.5,70.5,72.7,1
STU4232,3.9,57.3,46.4,47.6,0
STU3875,3.7,73.4,35.0,54.9,0
STU2241,7.0,88.1,81.2,89.8,1
STU1063,6.2,90.3,74.4,82.4,1
STU1853,6.7,81.4,86.2,85.2,1
STU4661,3.1,54.9,56.6,56.9,0
STU4283,2.3,59.5,46.0,55.4,0
STU2263,8.1,82.6,84.2,87.7,1
STU1224,5.6,86.9,91.4,98.2,1
STU3194,3.3,61.9,51.4,58.9,0
STU1374,8.7,91.0,83.1,93.9,1
STU2825,7.7,84.0,77.2,91.7,1
STU4365,4.4,60.2,45.3,40.0,0
STU4825,3.0,53.1,61.4,64.0,0
STU4453,2.5,50.0,36.0,48.0,0
STU4572,2.6,60.0,36.3,64.4,0
STU3872,3.3,64.3,45.9,56.9,0
STU1010,8.2,93.6,87.1,79.1,1
STU3498,4.5,62.7,51.0,68.5,0
STU2945,8.2,85.5,85.9,87.9,1
STU2839,7.5,82.2,72.2,83.1,1
STU1709,5.0,85.9,89.6,95.2,1
STU1256,6.9,90.2,90.3,69.6,1
STU3931,2.8,58.7,39.2,69.5,0
STU2618,6.6,86.3,79.4,95.5,1
STU1390,6.8,94.2,86.7,90.3,1
STU2582,8.9,96.0,90.2,89.7,1
STU3957,1.9,50.0,40.0,49.5,0
STU1925,8.9,88.6,85.6,70.8,1
STU4692,2.9,76.1,39.5,40.0,0
STU4138,4.4,52.5,38.2,56.2,0
STU3509,2.5,65.9,35.0,50.1,0
STU3037,1.5,59.6,42.9,59.8,0
STU4182,2.8,58.4,36.0,40.0,0
STU2225,7.3,89.7,100.0,84.9,1
STU4007,3.0,58.3,38.5,59.9,0
STU3550,2.9,67.7,54.3,46.1,0
STU2947,8.0,91.2,77.2,92.8,1
STU1740,8.7,93.1,87.6,77.8,1
STU1041,8.4,83.8,83.6,91.7,1
STU1869,8.3,91.2,83.2,81.3,1
STU3780,3.0,62.6,44.3,46.1,0
STU1540,6.8,88.3,88.1,77.8,1
STU3746,2.4,61.4,44.9,50.8,0
STU4331,4.8,64.8,38.4,45.1,0
STU3724,3.6,62.6,44.6,40.0,0
STU2372,9.6,80.8,73.0,85.4,1
STU2146,7.5,90.8,83.0,88.3,1
STU2032,5.5,84.1,92.0,81.3,1
STU1373,9.2,89.0,73.3,92.8,1
STU1668,9.3,80.6,95.3,83.5,1
STU4020,3.9,72.5,43.0,48.3,0
STU1358,7.2,88.9,79.4,74.2,1
STU1968,9.7,84.6,91.0,84.5,1
STU3832,2.5,64.3,39.6,44.7,0
STU3784,1.9,68.5,39.6,54.1,0
STU2354,8.4,88.5,91.3,93.3,1
STU2036,9.4,90.7,100.0,93.6,1
STU4019,3.0,51.3,42.3,42.1,0
STU1471,7.2,94.4,84.6,85.3,1
STU4554,3.0,71.1,51.1,47.7,0
STU2397,5.9,91.0,83.9,94.7,1
STU4975,4.9,56.7,47.1,50.5,0
STU2550,9.0,87.8,92.6,96.8,1
STU2257,9.5,82.7,78.7,84.4,1
STU3095,3.2,61.1,50.3,49.2,0
STU2556,7.9,87.8,70.4,86.9,1
STU4439,4.1,65.0,52.5,50.8,0
STU2251,7.9,91.6,74.3,87.4,1
STU2700,7.7,86.7,86.9,91.0,1
STU2253,5.1,91.8,78.3,92.4,1
STU4681,2.8,54.1,35.0,43.8,0
STU4705,3.8,66.1,49.2,42.7,0
STU3934,2.1,62.8,44.9,65.5,0
STU1080,5.1,85.3,79.6,94.4,1
STU2173,7.6,80.1,78.7,83.8,1
STU1815,8.7,99.0,84.5,75.0,1
STU2853,6.1,95.8,86.9,87.5,1
STU3221,1.4,72.5,49.5,56.4,0
STU3720,2.3,63.6,37.5,54.2,0
STU4495,2.2,72.1,47.2,41.4,0
STU3106,1.0,57.6,35.7,68.2,0
STU1134,8.1,91.6,92.2,85.2,1
STU2141,7.1,93.1,77.4,62.5,1
STU1934,4.9,93.7,91.0,84.9,1
STU1929,9.4,97.5,71.7,84.5,1
STU1824,7.1,79.6,81.9,88.9,1
STU2532,5.4,99.1,76.0,89.3,1
STU2215,7.1,92.4,84.9,85.1,1
STU1505,6.7,81.5,80.3,92.5,1
STU4952,3.5,50.0,47.8,50.2,0
STU3396,4.2,55.1,43.7,45.3,0
STU2997,7.5,75.5,91.2,87.3,1
STU3435,2.9,64.0,38.8,51.5,0
STU4073,1.4,53.1,50.6,58.7,0
STU2959,8.8,94.7,78.4,85.6,1
STU2385,8.4,94.6,88.7,83.3,1
STU1895,9.2,91.0,73.5,80.0,1
STU1829,7.0,93.7,89.4,83.8,1
STU4940,1.1,75.3,47.0,40.2,0
STU3524,2.1,61.5,40.6,59.5,0
STU2684,7.9,95.4,82.4,95.8,1
STU4423,3.5,60.1,40.0,61.2,0
STU4686,4.3,66.1,56.8,51.9,0
STU4335,3.8,50.6,53.0,40.0,0
STU1653,7.2,91.1,82.4,79.8,1
STU1173,7.4,86.1,78.1,82.3,1
STU4198,4.8,76.2,49.9,49.3,0
STU1039,5.9,87.8,81.8,90.7,1
STU4815,3.1,67.2,42.7,52.0,0
STU1714,8.0,79.6,84.9,87.0,1
STU1091,7.6,90.0,73.2,90.2,1
STU4936,3.3,64.1,41.8,58.8,0
STU2206,7.5,83.9,88.6,86.1,1
STU3924,3.1,59.9,35.0,56.6,0
STU4280,2.9,54.2,45.2,51.9,0
STU4435,4.9,50.0,35.0,40.4,0
STU4142,3.0,73.8,53.7,41.9,0
STU2828,9.2,90.9,82.3,83.5,1
STU2156,8.7,78.2,81.9,70.5,1
STU2325,7.6,94.6,83.6,88.3,1
STU1217,6.6,85.4,96.9,85.1,1
STU1511,7.8,90.9,72.5,95.9,1
STU2681,8.0,81.3,74.4,88.7,1
STU1500,5.8,90.0,72.4,82.5,1
STU4287,3.7,57.8,54.5,50.0,0
STU2857,9.2,79.6,64.2,76.6,1
STU2389,7.5,93.2,71.4,88.1,1
STU2520,9.7,74.7,70.0,89.7,1
STU3387,5.0,52.2,42.4,43.2,0
STU4622,2.6,72.6,47.7,44.0,0
STU3077,3.1,56.7,44.9,46.5,0
STU2541,7.5,90.0,95.5,89.3,1
STU2218,7.8,84.9,77.9,95.9,1
STU3682,3.3,62.8,46.2,54.6,0
STU4819,2.0,63.0,48.5,56.6,0
STU3994,1.2,58.6,35.0,51.9,0
STU2417,7.6,93.0,78.9,90.5,1
STU3218,1.0,50.0,44.4,47.1,0
STU4892,4.2,78.2,52.7,49.9,0
STU2677,9.0,88.4,83.4,83.5,1
STU2198,8.2,76.7,79.3,84.3,1
STU2543,9.5,93.3,91.8,90.6,1
STU3961,3.7,50.0,53.7,55.0,0
STU3540,3.9,76.9,39.1,40.0,0
STU1954,9.2,97.1,89.8,80.3,1
STU4146,1.3,69.2,48.4,42.2,0
STU4081,3.1,69.1,53.2,48.2,0
STU3636,1.9,53.1,56.1,49.6,0
STU1751,6.4,98.5,90.8,91.3,1
STU3706,3.9,56.3,52.5,63.2,0
STU1235,10.0,80.7,69.5,83.4,1
STU1733,8.0,91.4,73.6,86.0,1
STU4989,2.1,82.4,37.5,52.2,0
STU4607,1.0,55.6,50.6,52.0,0
STU2157,6.7,80.6,83.1,93.2,1
STU4450,4.0,50.0,38.5,58.8,0
STU3446,2.3,63.6,60.7,42.4,0
STU3983,3.1,58.8,37.8,40.0,0
STU2210,9.6,90.7,82.5,93.1,1
STU2066,6.2,89.9,80.4,78.4,1
STU3157,3.4,53.2,45.8,65.5,0
STU2063,8.9,87.4,79.3,80.0,1
STU3617,1.6,65.0,58.4,45.0,0
STU2168,8.2,88.9,80.8,84.2,1
STU4223,4.2,61.4,52.2,44.7,0
STU2493,6.8,91.0,79.0,80.8,1
STU3939,3.7,50.0,35.0,44.0,0
STU3996,3.3,63.9,40.6,42.7,0
STU4097,1.8,51.5,57.5,49.2,0
STU4281,4.5,79.1,41.6,52.3,0
STU4543,4.1,64.2,39.8,50.8,0
STU4141,3.2,52.7,45.3,54.6,0
STU1885,8.3,71.5,87.1,86.3,1
STU1144,7.7,89.5,84.5,89.8,1
STU4922,3.4,64.5,47.6,45.6,0
STU1851,6.8,84.7,61.0,77.2,1
STU3783,4.5,56.1,48.2,49.7,0
STU1718,7.7,93.3,91.5,84.4,1
STU4788,5.0,70.9,40.8,54.4,0
STU3503,5.3,68.2,38.9,56.4,0
STU1265,7.2,92.1,81.5,80.8,1
STU1076,8.5,86.1,82.9,79.6,1
STU3493,3.1,53.3,36.3,44.3,0
STU1396,6.9,79.3,71.1,90.7,1
STU4382,2.0,61.8,54.8,55.3,0
STU3225,4.2,72.2,40.1,40.9,0
STU4091,4.0,65.9,41.4,43.5,0
STU4727,3.2,66.2,49.5,61.0,0
STU1397,5.4,82.5,74.8,85.8,1
STU2366,7.3,99.7,70.0,90.3,1
STU4316,1.5,55.1,47.3,40.0,0
STU2904,7.9,82.3,90.5,76.8,1
STU1596,6.9,74.5,83.3,94.3,1
STU3110,3.7,72.5,42.4,40.0,0
STU2297,8.6,98.1,82.6,79.2,1
STU2822,7.6,89.6,84.1,91.0,1
STU1873,5.8,75.5,72.0,75.6,1
STU4448,2.6,68.6,37.7,40.0,0
STU4877,5.3,60.4,35.0,47.7,0
STU3327,3.0,63.1,35.4,51.1,0
STU2549,8.4,81.3,78.1,90.2,1
STU1037,7.8,90.4,86.1,91.0,1
STU4476,3.2,73.4,48.2,48.5,0
STU3711,3.1,71.4,42.9,40.0,0
STU4353,2.1,74.4,52.3,45.9,0
STU3144,2.7,55.4,57.8,49.6,0
STU4532,4.6,65.2,52.0,58.5,0
STU1978,4.6,82.9,82.9,92.0,1
STU2572,6.0,95.9,77.7,85.2,1
STU2123,8.3,90.9,79.9,81.7,1
STU3787,3.9,70.5,46.6,51.7,0
STU3240,2.1,68.7,41.9,50.5,0
STU3968,3.5,53.8,38.2,71.6,0
STU3505,1.7,62.2,43.9,54.3,0
STU2893,7.0,83.2,70.8,76.6,1
STU1676,6.6,76.2,74.3,90.4,1
STU3809,3.7,56.9,41.9,44.2,0
STU4069,4.8,73.8,37.1,47.1,0
STU1729,6.9,83.5,94.7,77.7,1
STU1413,5.7,81.3,73.5,72.4,1
STU4147,2.9,56.4,47.8,40.0,0
STU2517,9.3,83.2,86.0,97.5,1
STU2650,10.0,85.4,89.5,77.6,1
STU1826,9.2,98.2,83.9,80.8,1
STU4268,1.1,68.5,51.1,61.4,0
STU1617,7.6,83.6,91.2,92.6,1
STU1115,7.3,92.4,95.0,83.6,1
STU1418,7.6,90.0,66.4,95.3,1
STU4070,4.0,65.3,40.6,46.2,0
STU2626,8.8,82.3,81.2,90.9,1
STU4018,2.4,56.0,53.6,48.4,0
STU3653,3.8,58.9,57.1,40.0,0
STU4917,4.6,68.2,35.0,40.0,0
STU1090,8.1,96.7,78.9,84.7,1
STU3897,3.8,50.0,44.7,55.8,0
STU4481,3.8,62.1,61.9,47.5,0
STU3083,2.6,64.2,38.5,52.8,0
STU1754,8.8,87.1,78.7,87.6,1
STU3547,3.3,64.8,43.2,54.2,0
STU4325,1.6,65.7,49.5,46.3,0
STU2631,8.1,91.6,76.1,92.5,1
STU1012,6.9,83.4,70.8,88.1,1
STU3445,3.4,65.9,38.2,46.7,0
STU1285,10.0,85.2,75.8,80.8,1
STU2067,5.9,98.5,82.3,82.3,1
STU2192,5.9,92.3,81.7,85.2,1
STU2441,8.3,88.9,77.2,97.4,1
STU4982,2.6,59.7,40.4,46.7,0
STU4731,1.8,53.8,47.2,40.0,0
STU3739,4.8,58.7,63.2,40.3,0
STU4606,4.9,53.4,51.4,49.0,0
STU2569,5.6,89.3,84.2,93.2,1
STU3428,2.2,58.0,45.7,43.5,0
STU3738,2.9,54.0,40.0,43.6,0
STU4484,3.5,58.2,47.8,46.1,0
STU2688,7.7,89.6,78.0,88.8,1
STU1852,6.8,93.0,100.0,79.7,1
STU3208,1.5,50.0,49.7,49.0,0
STU1896,8.3,100.0,81.9,81.2,1
STU1497,6.3,86.3,75.6,92.0,1
STU3306,4.1,51.8,39.6,44.4,0
STU2783,5.7,81.7,85.7,85.8,1
STU1336,7.3,91.5,76.8,85.6,1
STU3840,3.9,57.2,47.9,56.4,0
STU4088,5.4,61.7,41.2,55.9,0
STU1516,8.4,90.0,74.7,80.1,1
STU2349,5.9,92.1,66.0,78.7,1
STU2016,7.7,94.2,77.9,87.8,1
STU3817,2.9,62.8,45.8,40.0,0
STU4745,3.8,69.0,41.2,42.9,0
STU4738,2.7,77.6,53.9,52.5,0
STU3810,4.0,66.1,46.8,46.7,0
STU4295,5.3,50.0,56.5,40.0,0
STU4252,5.0,61.2,45.8,52.7,0
STU4771,1.0,50.0,47.4,40.0,0
STU4984,3.5,59.6,44.4,47.1,0
STU2782,7.4,86.0,76.5,92.1,1
STU3570,1.3,75.0,41.2,40.0,0
STU2786,5.8,84.7,86.7,85.4,1
STU3071,4.2,58.5,50.6,49.1,0
STU1357,7.5,85.8,83.8,100.0,1
STU4802,3.8,62.3,35.0,53.6,0
STU4326,3.6,69.3,57.1,45.5,0
STU2313,9.2,100.0,75.6,86.6,1
STU2636,7.0,89.6,87.7,82.1,1
STU1551,7.6,78.5,93.1,84.9,1
STU3389,2.6,76.5,40.6,50.8,0
STU3480,1.7,65.1,35.0,56.1,0
STU3522,3.4,63.2,40.8,51.2,0
STU3266,3.0,65.2,46.2,47.0,0
STU3960,2.9,63.1,35.0,52.3,0
STU2228,7.3,95.5,85.3,84.6,1
STU4567,2.1,63.5,49.8,43.2,0
STU4060,4.5,68.5,48.3,42.5,0
STU1958,8.0,86.6,90.5,97.6,1
STU2774,7.7,83.4,75.3,88.1,1
STU3142,2.4,68.0,36.1,45.5,0
STU2009,8.8,94.5,76.1,94.4,1
STU4119,3.1,70.7,35.0,44.7,0
STU2093,8.4,87.4,70.9,74.8,1
STU4558,4.0,50.0,39.4,59.2,0
STU4357,3.9,62.4,40.8,43.4,0
STU3745,5.5,75.4,47.5,53.8,0
STU4789,1.5,74.8,51.5,40.4,0
STU1997,9.7,89.5,87.7,90.4,1
STU2680,7.0,87.5,78.0,78.9,1
STU1154,7.8,89.4,76.0,78.9,1
STU4148,2.7,64.7,52.2,51.3,0
STU4708,4.3,67.0,47.8,44.8,0
STU3909,3.8,57.7,50.2,60.3,0
STU3838,1.7,56.5,40.2,46.5,0
STU1581,7.9,90.2,83.7,83.0,1
STU2471,8.9,87.5,94.1,91.6,1
STU1704,5.8,94.1,86.6,75.2,1
STU2213,6.6,98.0,80.6,76.0,1
STU4344,3.7,62.2,43.6,62.1,0
STU1897,7.3,75.5,68.5,80.0,1
STU4309,3.4,58.1,57.0,40.0,0
STU1488,6.2,87.7,77.4,75.2,1
STU1560,7.0,93.5,87.2,94.8,1
STU2142,9.2,75.2,86.3,87.8,1
STU2120,8.8,97.9,88.5,89.8,1
STU3850,3.9,57.0,36.0,50.4,0
STU1513,7.2,91.3,77.3,79.7,1
STU1634,7.0,89.9,88.7,79.7,1
STU4434,2.5,61.5,48.2,50.9,0
STU2665,9.1,95.2,78.1,91.3,1
STU2013,10.0,80.3,82.1,91.1,1
STU2932,8.1,97.2,75.6,94.4,1
STU2151,6.3,93.1,100.0,89.8,1
STU3839,4.8,57.6,48.2,52.5,0
STU4740,3.6,63.1,35.0,40.0,0
STU1117,7.5,86.6,80.1,90.8,1
STU1741,5.3,90.5,86.2,73.0,1
STU4677,2.1,62.1,42.2,47.2,0
STU2975,7.5,90.1,85.6,85.6,1
STU2082,7.1,88.8,83.1,93.7,1
STU2811,6.9,82.0,90.8,89.0,1
STU1831,5.9,77.8,89.0,88.1,1
STU1120,8.4,86.9,73.7,82.6,1
STU1657,7.5,81.4,79.5,76.1,1
STU4635,3.1,69.8,35.0,50.1,0
STU4693,6.0,73.9,59.4,48.0,0
STU4906,1.8,82.6,35.0,43.5,0
STU1636,5.5,94.4,58.7,82.2,1
STU1370,6.6,95.4,83.8,82.0,1
STU1269,7.0,85.0,73.0,91.8,1
STU3704,3.9,72.2,38.8,56.1,0
STU3984,4.1,66.3,51.3,72.6,0
STU3871,4.4,72.4,46.6,52.6,0
STU3915,3.0,55.6,42.8,58.3,0
STU1047,6.9,88.0,87.6,85.0,1
STU4422,3.5,66.9,47.1,47.5,0
STU4698,3.9,52.1,52.3,43.3,0
STU1992,5.0,91.6,87.5,91.7,1
STU1877,6.9,82.4,71.3,88.9,1
STU1774,8.7,78.7,82.2,76.8,1
STU2220,10.0,92.3,72.4,72.8,1
STU2127,7.9,76.5,79.8,85.2,1
STU1005,7.2,76.6,71.1,83.5,1
STU4052,2.0,50.0,57.6,57.4,0
STU2596,6.3,94.9,68.1,80.4,1
STU4125,3.9,70.5,47.8,49.5,0
STU3312,6.2,57.8,48.5,45.0,0
STU4041,3.4,58.0,37.8,46.8,0
STU4828,2.5,62.0,42.5,47.9,0
STU3492,2.1,62.7,46.0,49.1,0
STU4051,3.7,73.6,47.3,49.0,0
STU2078,7.0,91.3,90.3,99.4,1
STU1838,6.3,97.8,75.9,72.6,1
STU1682,6.1,86.2,77.4,86.9,1
STU2716,7.4,87.1,78.6,89.7,1
STU3353,3.7,60.9,35.0,54.5,0
STU4414,2.8,64.0,53.0,51.6,0
STU3618,4.0,59.9,49.5,62.3,0
STU3362,3.5,56.2,52.7,51.7,0
STU3198,5.5,70.2,46.4,46.5,0
STU2149,9.4,87.3,88.0,94.6,1
STU4262,4.8,57.4,44.3,58.4,0
STU1575,8.5,100.0,76.0,86.1,1
STU1051,7.9,93.0,76.1,94.6,1
STU1854,8.9,89.3,83.2,72.9,1
STU2983,6.7,100.0,97.9,84.5,1
STU3775,4.8,78.0,43.8,58.0,0
STU2824,6.7,89.1,91.6,87.0,1
STU1834,6.6,86.4,87.0,85.8,1
STU4426,3.2,59.0,52.3,43.8,0
STU2116,7.9,89.5,86.2,82.0,1
STU2167,9.2,85.7,78.0,98.3,1
STU3519,2.5,50.0,52.1,60.7,0
STU2907,5.6,96.0,80.6,85.6,1
STU1972,6.7,87.6,81.4,84.6,1
STU3702,2.6,66.9,49.0,52.9,0
STU1400,9.0,88.4,89.5,75.0,1
STU3560,4.5,72.9,35.0,47.4,0
STU3369,5.0,51.0,50.9,61.6,0
STU1020,5.8,80.6,81.3,91.7,1
STU1685,6.0,90.0,73.7,85.1,1
STU1036,6.0,100.0,89.7,85.5,1
STU3951,3.5,56.5,50.2,64.9,0
STU4994,1.6,54.4,35.0,47.1,0
STU3876,2.8,50.0,35.0,47.1,0
STU1525,6.6,93.5,91.4,92.8,1
STU3456,4.0,58.1,41.0,40.0,0
STU1921,8.8,83.7,95.3,86.8,1
STU2842,5.2,83.7,72.4,81.9,1
STU2891,8.2,92.2,80.2,86.2,1
STU1538,7.0,93.5,79.6,89.9,1
STU3807,2.2,57.4,43.3,50.6,0
STU2706,7.2,89.8,65.3,82.9,1
STU4903,2.0,50.0,44.6,58.7,0
STU4111,5.2,55.2,55.2,64.5,0
STU4248,2.1,61.2,43.6,40.0,0
STU1246,7.1,88.6,69.7,88.5,1
STU4465,3.8,88.3,47.1,51.1,0
STU4176,2.8,66.1,54.0,55.1,0
STU1785,8.2,85.1,100.0,89.8,1
STU2410,7.2,100.0,90.9,93.3,1
STU3538,5.1,52.6,47.6,42.7,0
STU1155,7.9,80.4,89.9,90.1,1
STU4010,4.5,61.4,42.3,46.1,0
STU2687,6.9,100.0,92.0,81.5,1
STU3902,3.4,57.7,44.2,52.1,0
STU4360,3.5,64.3,52.9,42.5,0
STU1626,6.9,82.8,92.1,70.7,1
STU3734,1.1,57.7,61.3,60.3,0
STU4833,2.7,65.5,45.2,47.6,0
STU2347,4.4,86.3,79.8,79.2,1
STU1570,7.1,86.6,82.1,94.0,1
STU4907,3.9,66.3,44.0,60.9,0
STU2759,9.4,89.7,77.9,75.1,1
STU2817,4.9,85.7,75.5,80.9,1
STU3066,3.3,61.6,46.3,54.6,0
STU1128,6.8,94.7,96.4,95.5,1
STU4395,3.4,55.3,47.9,50.1,0
STU4328,4.4,67.4,55.2,40.0,0
STU4969,3.3,65.1,37.1,45.9,0
STU3007,3.3,70.0,49.9,49.3,0
STU3976,2.2,64.0,51.3,47.3,0
STU1981,8.4,89.6,72.4,75.8,1
STU4965,4.9,55.4,46.4,46.4,0
STU1191,7.0,78.4,85.2,92.6,1
STU2140,8.3,86.4,76.7,94.5,1
STU1993,7.2,88.4,81.1,91.6,1
STU1700,7.3,96.0,78.2,79.2,1
STU4636,1.7,63.4,48.0,55.8,0
STU1607,6.6,84.4,79.2,79.3,1
STU1181,8.3,86.9,84.2,91.7,1
STU1302,6.8,82.0,71.1,74.9,1
STU3545,3.3,59.9,39.8,59.5,0
STU4684,2.3,62.6,51.9,69.0,0
STU4699,4.5,65.4,37.3,59.4,0
STU2061,8.4,89.9,79.6,95.8,1
STU4760,2.6,63.9,44.2,57.1,0
STU4835,5.6,50.4,35.3,46.7,0
STU3566,3.2,50.5,41.5,48.0,0
STU4985,1.9,67.1,48.4,44.5,0
STU2070,7.9,92.2,84.3,70.4,1
STU3525,1.3,63.8,38.8,59.8,0
STU3206,2.7,71.6,51.1,47.8,0
STU2244,6.3,94.4,87.2,80.5,1
STU4244,2.0,63.8,35.0,55.0,0
STU1017,6.3,86.4,78.2,100.0,1
STU4121,1.0,65.3,47.5,41.8,0
STU4972,4.0,50.4,50.9,41.5,0
STU1547,8.2,79.7,81.2,73.9,1
STU1659,7.7,89.0,84.0,84.2,1
STU4599,3.8,57.3,55.9,58.4,0
STU4068,3.8,65.6,49.2,56.2,0
STU4642,3.6,61.7,41.8,53.8,0
STU2505,7.3,85.0,78.1,80.3,1
STU1960,8.0,81.4,86.0,85.7,1
STU3927,1.7,55.8,55.8,54.2,0
STU3332,4.5,57.7,46.1,48.2,0
STU1798,8.3,77.3,66.4,96.0,1
STU4349,3.9,73.1,35.0,40.0,0
STU1226,8.8,95.9,86.2,82.7,1
STU3075,1.0,69.3,36.6,68.1,0
STU4355,1.0,67.9,51.1,55.8,0
STU2800,7.5,81.9,76.8,72.2,1
STU3486,4.0,62.6,43.9,44.5,0
STU4948,2.5,50.4,50.6,53.6,0
STU4437,3.3,60.5,35.0,49.3,0
STU3278,4.1,65.1,47.1,41.4,0
STU3086,3.5,63.4,57.5,45.9,0
STU2694,5.9,94.3,73.6,83.9,1
STU3798,4.2,58.1,39.9,50.0,0
STU2046,8.6,75.7,90.6,81.1,1
STU4447,2.3,58.9,50.6,47.7,0
STU1470,6.8,86.7,85.1,80.4,1
STU1955,7.4,82.3,84.6,78.0,1
STU4968,3.2,74.4,50.9,58.9,0
STU3736,2.5,50.0,43.5,40.0,0
STU4842,4.7,54.2,45.8,43.2,0
STU1640,5.9,90.4,59.3,84.7,1
STU4702,3.7,67.0,35.0,53.3,0
STU2219,6.5,83.6,77.9,77.2,1
STU2159,8.7,96.0,80.5,79.0,1
STU2416,8.6,87.1,87.2,72.7,1
STU4611,3.3,67.3,45.6,44.3,0
STU2528,9.4,100.0,82.1,82.2,1
STU4893,2.8,54.7,44.2,55.1,0
STU2301,6.7,90.0,80.3,80.4,1
STU4882,2.9,59.3,38.0,45.6,0
STU3849,2.7,59.7,35.0,60.3,0
STU2604,6.5,88.0,89.8,79.1,1
STU1161,6.3,81.3,82.1,86.0,1
STU2705,8.0,87.2,79.3,79.7,1
STU1957,7.9,93.6,80.4,85.7,1
STU4235,4.5,61.2,55.5,56.9,0
STU3870,1.7,66.8,36.0,54.3,0
STU4881,3.3,62.7,35.8,44.2,0
STU1878,7.8,84.0,85.5,79.9,1
STU2920,6.9,87.6,73.2,88.3,1
STU3962,3.0,51.9,53.4,49.0,0
STU2885,7.5,87.6,70.2,86.0,1
STU3201,1.0,64.3,47.6,40.0,0
STU1099,7.5,78.7,80.9,86.6,1
STU4770,1.2,53.3,45.8,48.4,0
STU3558,5.6,59.9,44.9,60.5,0
STU4184,3.6,58.9,46.3,42.3,0
STU4299,3.3,59.6,36.3,40.0,0
STU1254,8.7,87.9,73.3,87.1,1
STU1104,6.5,94.8,89.1,87.4,1
STU2446,6.7,81.2,80.2,95.5,1
STU2444,5.9,97.5,77.7,90.5,1
STU2649,8.9,92.7,93.6,78.0,1
STU1587,6.9,80.1,90.2,95.0,1
STU1628,7.3,92.2,76.1,95.2,1
STU2697,6.3,84.6,78.8,92.2,1
STU4192,1.2,59.8,38.9,40.0,0
STU3102,2.5,63.6,37.7,46.6,0
STU3200,3.3,64.5,45.1,48.5,0
STU1404,7.6,86.4,84.8,88.5,1
STU2155,9.5,81.8,75.0,82.3,1
STU3256,4.8,51.2,39.3,47.4,0
STU3864,1.4,59.4,35.0,48.2,0
STU2683,6.4,89.1,73.9,83.5,1
STU4171,2.0,69.2,37.3,48.9,0
STU4742,1.9,61.1,37.1,50.8,0
STU3057,3.3,60.2,35.0,62.1,0
STU4063,3.6,50.0,48.7,54.5,0
STU4792,3.6,74.0,48.5,40.4,0
